article_id,n_events,n_nodes,n_edges,dominant_type,has_risk,has_subdomain,cluster_id,cluster_label,is_noise,context_120
698ef5df7eb36c285af0a807,5,14,12,Event,0,1,89,france | service | grandissante,False,"Cette semaine, dans le podcast Avec Judith, l’invitée est Karine Lacombe, cheffe du service des maladies infectieuses à "
698efa8f7eb36c285af0a80a,9,21,14,Event,1,1,-1,non-clustere,True,"La commission électorale a annoncé la large victoire du Parti nationaliste du Bangladesh BNP de Tarique Rahman, qui a re"
698efa8f7eb36c285af0a809,5,13,9,Event,1,0,0,président | mercredi | trump,False,Sophie Adenot devient la deuxième Française à s’envoler direction la Station spatiale internationale ISS avec deux astro
698efa8f7eb36c285af0a80c,1,4,3,Event,0,0,29,française | jeux | médaille,False,isedansl'espaceaprès25ans. Sylvain Rousseau notre reporter sur place à Cap Canaveral aux États-Unis fait le point.
698efa8f7eb36c285af0a808,7,22,23,Event,0,0,0,président | mercredi | trump,False,"Pam Bondi, la procureure générale des États-Unis, a défendu mercredi devant une commission du Congrès la gestion contest"
698efa8f7eb36c285af0a80b,8,19,13,Event,0,0,14,ans | olympiques | jeux,False,tres des Affaires étrangères et de la Défense et plus d'un millier de participants de 120 pays sont attendus à la Confér
698efce77eb36c285af0a80d,5,20,15,Event,0,0,141,médaille | plusieurs | ans,False,"Il y a un accord pour que cela ait lieu, en effet, la semaine prochaine. Nous vous informerons du lieu et"
698eff3f7eb36c285af0a80e,6,16,15,Event,0,0,-1,non-clustere,True,"Vos enfants disent six seven , BDH ou BDG à tout bout de champ. Et vous n’y pipez mot. Clara Georges était comme vous,"
698f01977eb36c285af0a813,8,17,11,Event,1,0,13,jeux | sécurité | européens,False,"Ouverture de la Conférence de Munich sur la sécurité, où les dirigeants européens affichent leur volonté de r"
698f01977eb36c285af0a810,6,11,7,Event,1,0,65,combat | communes | établissement,False,Quelles sont vos chances de gagner Les jeux à gratter se valent-ils tous Le Monde a compilé les gains des principaux tic
698f01977eb36c285af0a811,6,12,11,Event,0,0,46,ans | cela | jours,False,"L’ancien aide de camp de l’ex-dictateur Moussa Dadis Camara, condamné à dix ans de détention, a été transféré dans une p"
698f01977eb36c285af0a812,5,14,11,Event,1,1,127,soit | volontaires | policiers,False,"La tempête Nils frappe la France, laissant des milliers de foyers sans électricité. En Haute-Vienne et en Dord"
698f06477eb36c285af0a814,7,16,10,Event,0,0,132,jalisco | chef | violences,False,"Trentenaire férue de cuisine, Marion Seibel a lancé le Club des seins, réponse féminine au Club des cent, cercle masculi"
698f089f7eb36c285af0a819,5,13,11,Event,0,1,19,notamment | parisienne | prioritaire,False,"Depuis novembre2025, les révélations sur une gigantesque fraude imputée à une petite banque mettent en péril la crédibil"
698f089f7eb36c285af0a818,6,15,14,Event,0,0,0,président | mercredi | trump,False,"Elle n’a pas pu préciser les dates de naissance des deux bébés congelés, qu’elle a situées entre 2011, date de la naissa"
698f089f7eb36c285af0a816,2,9,7,Event,0,0,130,français | semaine | france,False,"Le retraité dijonnais de 70 ans s’était rendu dans le Guelta de Bachikele, une région accidentée du nord-est du Tchad, p"
698f089f7eb36c285af0a817,4,10,6,Event,0,0,128,président | 1950 | chanteur,False,"La droite sortante se déchire autour des candidatures du maire, Emile Roger Lombertie, et du président de la métropole, "
698f0af77eb36c285af0a81a,5,12,9,Event,0,0,15,français | américain | jeux,False,"Le chef de l’Etat rend hommage à Ilan Halimi, jeune juif séquestré et torturé à mort en 2006, au palais de l’Elysée, ava"
698f0af87eb36c285af0a81b,6,14,10,Event,1,0,9,justice | détenus | sénégalais,False,"Au Royaume-Uni, la justice a estimé que l'interdiction par le gouvernement britannique du groupe militant Palestine Acti"
698f0af87eb36c285af0a81c,6,15,10,Event,0,0,130,français | semaine | france,False,"Après des mois de préparation et deux reports de dernière minute, Sophie Adenot et les trois autres astronautes de Crew-"
698f0d507eb36c285af0a81d,10,22,18,Event,1,1,98,france | unis | états,False,"RFI et France 24 lancent la dixième édition du Challenge App Afrique, avec pour thème La tech au service d'un monde prop"
698f0fa87eb36c285af0a81e,8,20,16,Event,0,0,-1,non-clustere,True,"Alors que le nom d'Audrey Azoulay circule pour remplacer Jack Lang à l'Institut du Monde arabe, démissionnaire après le"
698f12007eb36c285af0a81f,5,15,12,Event,0,1,130,français | semaine | france,False,"Pour Matthieu Chabanel, ce texte acte un diagnostic partagé sur l’état du réseau ferroviaire, les moyens à allouer pour "
698f12007eb36c285af0a820,7,14,11,Event,0,0,0,président | mercredi | trump,False,"dération africaine de football CAF en Tanzanie, le président de l'instance, Patrice Motsepe, a fait taire les rumeurs de"
698f12007eb36c285af0a821,1,3,2,Event,0,0,-1,non-clustere,True,"nvoyagedeplusde30heures. Sylvain Rousseau, Grand reporter sur place à Cap Canaveral aux États-Unis, fait le point."
698f14587eb36c285af0a823,3,7,4,Event,0,0,142,trump | cortina | plusieurs,False,"""C'est une aventure familiale"" l’astronaute Raphaël Liégeois nous explique les étape des procédures, les conditions de t"
698f16b07eb36c285af0a824,7,19,15,Event,0,0,-1,non-clustere,True,"Après un report en raison de mauvaises conditions météorologiques,l'astronaute française Sophie Adenota décollé, ve"
698f1b607eb36c285af0a827,4,12,11,Event,0,0,104,20février | dénonçait | gouverneme,False,"Le fondeur norvégien Johannes Klaebo a égalé le record de huit médailles d'or aux Jeux olympiques d'hiver, tous sports c"
698f1b607eb36c285af0a825,5,12,7,Event,0,0,-1,non-clustere,True,La première Française à aller dans l’espace depuis vingt-cinq ans et ses trois collègues voyagent actuellement à plus de
698f1b607eb36c285af0a826,10,25,20,Event,0,1,98,france | unis | états,False,"Aux États-Unis, des agents de l'ICE utilisent désormais une application de reconnaissance faciale sur smartphone, Mobile"
698f1db87eb36c285af0a829,3,9,7,Event,1,1,-1,non-clustere,True,"Privé de son fournisseur vénézuélien, Cuba a été contraint d'imposer des mesures drastiques pour rationne"
698f1db87eb36c285af0a828,3,11,9,Event,0,0,142,trump | cortina | plusieurs,False,"Le supérieur de la Fraternité sacerdotale Saint-Pie X, héritière de Marcel Lefebvre, s’est rendu à Rome alors qu’elle a "
698f24c17eb36c285af0a82a,4,16,12,Event,0,0,-1,non-clustere,True,"Emmanuel Macron a dit vendredi souhaiter une ""peine d'inéligibilité obligatoire"" pour les élus coupables ""d'actes et pro"
698f27197eb36c285af0a82b,5,12,9,Event,0,0,15,français | américain | jeux,False,"L’ancien ministre de la culture, cité dans les courriels du pédocriminel américain Jeffrey Epstein, est d’un autre monde"
698f27197eb36c285af0a82c,9,22,17,Event,0,0,0,président | mercredi | trump,False,"Au sud-est du Pérou,le gang des Guardianes de la Trocha a fait main basse sur La Pampa, une zone aurifère longeant la ré"
698f2bc97eb36c285af0a82d,4,10,8,Event,1,0,-1,non-clustere,True,"Vendredi, et alors que deux morts ont été enregistrés en lien avec les intempéries, le ministre délégué auprès de la min"
698f2e217eb36c285af0a82e,6,13,10,Event,1,0,1,mardi | annoncé | président,False,"Une note de la Maison Blanche, donnant des détails sur les négociations, montre que des brèches entières ont été ouverte"
698f2e217eb36c285af0a830,14,38,33,Event,0,0,100,donald | trump | jeudi,False,Alors que des millions de documents de photos et de vidéos publiés par le département de la Justice américain révèlent l
698f2e217eb36c285af0a831,6,19,15,Event,0,0,-1,non-clustere,True,"Paris des Arts le comédien et humoriste Michel Boujenah est à l'affiche de ""Toute la famille que j’aime"", une comédie pi"
698f2e217eb36c285af0a82f,7,16,10,Event,0,1,19,notamment | parisienne | prioritaire,False,"Depuis le retour de Donald Trump et la nomination de Robert F. Kennedy Jr au ministère de la Santé, les États-Unis s"
698f32d17eb36c285af0a832,6,15,10,Event,0,0,86,corée | an | livret,False,"Le 14février2025, devant le gotha diplomatico-militaire occidental réuni en Allemagne, le vice-président américain faisa"
698f35297eb36c285af0a834,1,2,1,Event,0,1,74,analyse | récit | situation,False,"sdeprisonnierspolitiquesetpromise,souspressiondeWashington,parlaprésidenteparintérimDelcyRodriguez. Récit de Thibault Fr"
698f35297eb36c285af0a836,3,7,4,Event,0,0,41,février | dimanche | américaine,False,"ègescontre77pourlepartiislamiste Jamaat-e-Islamietsonalliance,selonlesrésultatsofficiels. Cescrutin,considérécommedécisi"
698f35297eb36c285af0a835,1,1,0,Event,0,0,28,explications | david | notre,False,"fense,etsouslamenacedelaRussiequiaenvahil'Ukraine.Explications de Federico Santopinto, directeur de recherche à l'IRIS, "
698f37817eb36c285af0a839,2,5,3,Event,0,0,37,première | écrivaine | mexico,False,"""Lorsqu'unjuifestendanger,lapatrieestendanger"" EmmanuelMacronadénoncé""l'hydreantisémite""qui""s'immisce""danstousles""inters"
698f37817eb36c285af0a838,6,13,12,Event,0,0,132,jalisco | chef | violences,False,"Le festival de cinéma a présenté, lors de sa première soirée jeudi 12février, la romance No Good Men , de l’Afg"
698f37817eb36c285af0a83c,3,7,6,Event,0,0,-1,non-clustere,True,"AccompagnéededeuxastronautesdelaNasa etd'uncosmonauterusse, SophieAdenot,43ans,s'estenvoléepourunvoyagedeplusdetrenteheu"
698f37817eb36c285af0a83b,3,7,4,Event,0,0,28,explications | david | notre,False,"Neufpersonnesontétéinterpellées,soupçonnéesd'escroquerieàlabilletterieaupréjudicedumuséeduLouvre,ainsiqueduchâteaudeVers"
698f37827eb36c285af0a83d,5,13,11,Event,1,1,50,france | crues | mardi,False,"L’installation PROCÉDÉ , exploitée par le Commissariat à l’énergie atomique et aux énergies alternatives CEA au sein de "
698f37817eb36c285af0a837,6,14,12,Event,1,0,137,conférence | sécurité | france,False,"Pour le chancelier allemand, Friedrich Merz, s’exprimant en ouverture de la Conférence sur la sécurité à Munich, a aussi"
698f37817eb36c285af0a83a,7,18,14,Event,1,0,113,pays | monde | france,False,La tempête Nils provoque une crue exceptionnelle en France dans les départements de Lot-et-Garonne et en Giron
698f39da7eb36c285af0a840,6,13,11,Event,0,0,73,annoncé | endroit | discours,False,"Ce dernier s’exprimait à la Conférence sur la sécurité, un an après le discours prononcé au même endroit par le vice-pré"
698f39da7eb36c285af0a83e,2,7,5,Event,1,0,1,mardi | annoncé | président,False,"Le risque d’avalanche dans la zone est actuellement de 4sur 5niveaux possibles, a rappelé la station dans un"
698f39da7eb36c285af0a83f,4,10,9,Event,1,1,68,vulnérabilités | multiples | découvertes,False,"Contrairement aux espoirs de Paris, la réorganisation de l’Alliance atlantique, actée le 6février, ne lui permettra pas "
698f39da7eb36c285af0a841,13,30,21,Event,1,0,100,donald | trump | jeudi,False,"À Munich, le président français Emmanuel Macron s'apprête à parler à une Europe qui se réarme dans l’urgence mais reste "
698f3c327eb36c285af0a847,3,7,6,Event,1,1,64,attaquant | provoquer | sécurité,False,Une vulnérabilité a été découverte dans Mattermost Server. Elle permet à un attaquant de provoquer un problème de sécuri
698f3c327eb36c285af0a844,2,5,5,Event,1,0,83,vulnérabilité | découverte | attaquant,False,Une vulnérabilité a été découverte dans Tenable Nessus Agent. Elle permet à un attaquant de provoquer un déni de service
698f3c327eb36c285af0a842,3,9,7,Event,1,0,59,provoquer | permettent | vulnérabilités,False,De multiples vulnérabilités ont été découvertes dans le noyau Linux d'Ubuntu. Certaines d'entre elles permettent à un at
698f3c327eb36c285af0a848,4,10,7,Event,1,1,71,attaquant | permettent | multiples,False,De multiples vulnérabilités ont été découvertes dans Juniper Networks Secure Analytics. Certaines d'entre elles permette
698f3c327eb36c285af0a845,3,9,7,Event,1,1,71,attaquant | permettent | multiples,False,De multiples vulnérabilités ont été découvertes dans le noyau Linux de Red Hat. Certaines d'entre elles permettent à un 
698f3c407eb36c285af0a84e,6,16,12,Event,0,1,-1,non-clustere,True,"Privés de ressources suffisantes pour vivre, de nombreux étudiants se tournent vers des activités non décl"
698f3c327eb36c285af0a843,3,9,7,Event,1,0,59,provoquer | permettent | vulnérabilités,False,De multiples vulnérabilités ont été découvertes dans le noyau Linux de SUSE. Certaines d'entre elles permettent à un att
698f3c327eb36c285af0a849,4,11,9,Event,1,1,68,vulnérabilités | multiples | découvertes,False,De multiples vulnérabilités ont été découvertes dans PostgreSQL. Elles permettent à un attaquant de provoquer une exécut
698f3c3f7eb36c285af0a84c,4,11,9,Event,1,0,67,multiples | permettent | attaquant,False,De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian. Elles permettent à un attaquant de provoq
698f3c407eb36c285af0a84d,7,15,11,Event,0,0,-1,non-clustere,True,"A Odessa, dans l’un des centres médico-légaux du pays capables d’identifier l’ADN, 2300corps, remis par l’ennemi en vert"
698f3c327eb36c285af0a846,4,11,9,Event,1,0,67,multiples | permettent | attaquant,False,De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de pr
698f3c3d7eb36c285af0a84b,3,7,6,Event,1,1,63,attaquant | provoquer | découvertes,False,De multiples vulnérabilités ont été découvertes dans HAProxy. Elles permettent à un attaquant de provoquer un déni de se
698f3c3d7eb36c285af0a84a,4,11,8,Event,1,1,68,vulnérabilités | multiples | découvertes,False,De multiples vulnérabilités ont été découvertes dans les produits IBM. Certaines d'entre elles permettent à un attaquant
698f3e8a7eb36c285af0a855,2,5,3,Event,1,0,32,février | pays | célébrations,False,"l'ultimecouchedecendresrecouvrantlabased'unefresqueaurougeéclatant danslavilladePoppée,prèsdePompéi,lesdernièresfouilles"
698f3e8a7eb36c285af0a84f,2,7,5,Event,1,0,-1,non-clustere,True,"Cinq jours après sa médaille d’argent sur le skiathlon, le Français a terminé deuxième de l’épreuve du 10km individuel"
698f3e8a7eb36c285af0a853,1,1,0,Event,0,0,28,explications | david | notre,False,"Uncauchemarsansfin unefraudeXXLàlabilletterie,avecplusde10millionsd'eurosdepréjudice,aétérévéléeauLouvre,muséeleplusvisi"
698f3e8a7eb36c285af0a854,10,27,25,Event,1,0,100,donald | trump | jeudi,False,"À Barekuri, dans le nord-est de l’Inde, 21gibbons houlocks vivent au-dessus des habitations. Une cohabitation rare pour "
698f3e8a7eb36c285af0a850,3,8,5,Event,0,1,84,suspects | neufpersonnesontétéinterpellées | soupçonnéesd,False,"Neufpersonnesontétéinterpellées,soupçonnéesd'escroquerieàlabilletterieaupréjudicedumuséeduLouvre,ainsiqueduchâteaudeVers"
698f3e8a7eb36c285af0a852,14,35,26,Event,0,0,100,donald | trump | jeudi,False,"Artiste franco-haïtienne, Naïka a grandi aux quatre coins du monde, des Caraïbes au Pacifique, du Kenya à l’Afrique du S"
698f40e27eb36c285af0a856,5,11,10,Event,0,0,132,jalisco | chef | violences,False,"Le sinistre, qui a endommagé un plafond peint de l’aile Denon, fragilise la direction du musée parisien, en crise depuis"
698f40e37eb36c285af0a858,2,6,4,Event,1,1,49,ministère | britannique | reste,False,"is et protectionnistes de la Chine, Armin Steinbach, économiste au ministère des finances allemand, suggère, dans une tr"
698f40e37eb36c285af0a857,4,9,7,Event,0,1,78,loi | président | députés,False,"Le temps d’un échange universitaire, l’Anglaise Henrietta, la Russo-Galloise Alwena, la Géorgienne Tatia et la Turque Ze"
698f47eb7eb36c285af0a859,2,8,7,Event,1,0,30,unis | arrêté | etats,False,"En juillet2023, Jules Pertet avait été tué par une machine du centre de tri Paprec, à Nîmes. Une amende de 250000euros a"
698f4a437eb36c285af0a85a,5,14,11,Event,0,0,35,américaine | français | lieu,False,"Au Ghana, le gouvernement a décidé de riposter pour défendre un de ses habits traditionnels. Le pays a instauré un nouve"
698f4a437eb36c285af0a85c,5,14,10,Event,1,1,-1,non-clustere,True,"Au Gabon après deux mois de bras de fer, et des milliers d’élèves sans cours, il n'y a toujours pas de dénouement. Si po"
698f4a437eb36c285af0a85b,5,16,13,Event,0,1,97,ukraine | france | presse,False,"D'après une enquête de l'agence Reuters, l'Éthiopie abrite un camp secret destiné à entraîner les combattants des Force"
698f4a437eb36c285af0a85d,4,10,6,Event,0,0,130,français | semaine | france,False,En RD Congo s'est déroulé une visite de la cheffe de la Monusco par interim à Goma. Son objectif était d’échanger avec l
698f4c9b7eb36c285af0a85e,2,5,3,Event,0,1,-1,non-clustere,True,"Encore jugée farfelue il y a quelques mois, la candidature de l’ancien président socialiste est désormais une hy"
698f4ef37eb36c285af0a85f,1,3,2,Event,0,0,29,française | jeux | médaille,False,"Ecran total . D’un brûlot politique à bluette inoffensive, le cinéma a dévoyé LesHauts de Hurlevent , d’Emily Brontë."
698f4ef37eb36c285af0a860,2,8,6,Event,0,1,134,comptes | européenne | élus,False,"A un mois du premier tour, Florian Bercault n’a face à lui que Samia Soultani-Vigneron et une liste Lutte ouvrière. Cell"
698f514b7eb36c285af0a861,6,17,11,Event,1,0,1,mardi | annoncé | président,False,"Le ministre de la défense colombien, Pedro Sanchez, assure, dans un entretien au Monde , que les nouvelles autorités vén"
698f55fb7eb36c285af0a865,2,7,6,Event,0,0,142,trump | cortina | plusieurs,False,"LechancelierallemandFriedrichMerzaaffirméqu'un""fossé""culturels'était""creuséentrel'EuropeetlesEtats-Unis"",sousl'impulsion"
698f55fb7eb36c285af0a867,6,17,16,Event,1,1,0,président | mercredi | trump,False,"La tempête Nils a balayé plusieurs régions de Francecausant d’importantescrues dans le Sud-Ouest. À La Réole,"
698f55fb7eb36c285af0a864,5,13,10,Event,1,0,137,conférence | sécurité | france,False,"Fondée en 1963, la Conférence de Munichsur la sécurité fut d'abord pensée comme un instrument de dialogue"
698f55fb7eb36c285af0a862,4,10,8,Event,0,0,98,france | unis | états,False,"Sans une clarification de son environnement concurrentiel, le déclassement du football professionnel français deviendra "
698f55fb7eb36c285af0a863,1,7,7,Event,1,1,0,président | mercredi | trump,False,"Quelque 300soldats italiens restent stationnés à Niamey, à côté des militaires nigériens et des Russes d’Africa Corps, a"
698f55fb7eb36c285af0a866,6,16,11,Event,0,0,-1,non-clustere,True,"La Polynésie compte près de 500espèces d'algues, un potentiel économique considérable. Deux projets de recherche sont e"
698f5aca7eb36c285af0a869,7,15,14,Event,0,0,-1,non-clustere,True,"Décédé le 11février d’un cancer, à l’âge de 48ans, le comédien avait eu du mal à se défaire de l’image de"
698f5aca7eb36c285af0a86c,8,17,13,Event,1,1,111,défense | carburant | surmonté,False,"Les combattants étrangers qui appartenaient aux quatre Légions internationales vont être affectés à d’autres unités, ess"
698f5aca7eb36c285af0a868,7,14,12,Event,0,0,-1,non-clustere,True,"D’après les constatations d’autopsie consultées et authentifiées par Le Monde , l’étudiant est mort à la suite d’hémorra"
698f5aca7eb36c285af0a86d,13,32,24,Event,0,0,100,donald | trump | jeudi,False,"Sophie Adenotvient de s'envoler pour la Station spatiale internationale ISS . Avec l'Américaine Jessica Meir, elles sont"
698f5aca7eb36c285af0a86b,18,42,30,Event,1,1,100,donald | trump | jeudi,False,Beaucoup de spécialistes alertent sur les risques des réseaux sociaux pour la santé mentale des jeunes troubles de l'att
698f5aca7eb36c285af0a86a,4,14,10,Event,1,1,43,ukraine | annoncé | jeudi,False,"Les britanniques BP et Shell, l’italien ENI et l’espagnol Repsol sont autorisés à travailler dans le secteur du pétrole "
698f5d227eb36c285af0a870,2,7,6,Event,0,0,-1,non-clustere,True,"La créatrice de Derry Girls revient sur la plateforme avec un polar excessivement complexe, sauvé par un trio de comédie"
698f5d227eb36c285af0a86e,7,17,15,Event,1,0,-1,non-clustere,True,"L’épisode n’est pas du tout terminé , a averti Lucie Chadourne-Facon, directrice de Vigicrues. Les perturbations qui arr"
698f5d227eb36c285af0a871,8,16,10,Event,1,0,122,olympiques | médailles | milan,False,"Fermeture d'hôtels, vols suspendus, excursions annulées... L'étau énergétique imposé à Cuba par Washington me"
698f5d227eb36c285af0a86f,4,12,10,Event,0,0,0,président | mercredi | trump,False,"L’Association pour la santé des enfants a annoncé, vendredi, le dépôt de trois plaintes pénales contre X auprès des parq"
698f5f7a7eb36c285af0a872,2,5,3,Event,1,1,52,alors | devant | accuse,False,"Alors que le royaume resserre les cordons de la bourse, les acteurs français s’efforcent de défendre leurs intérêts face"
698f5f7a7eb36c285af0a873,3,8,6,Event,0,1,-1,non-clustere,True,"Alors que la victime est hospitalisée depuis jeudi soir, le contexte et les circonstances de ces faits doivent être déte"
698f61d27eb36c285af0a874,4,11,11,Event,0,0,87,programme | développe | encore,False,"Troisième du programme court, mardi, le Français de 25ans dispute le programme libre, vendredi à Milan, et aspire à décr"
698f61d27eb36c285af0a875,9,20,16,Event,0,0,0,président | mercredi | trump,False,"Le scandale Epstein et ses millions de documents compromettants dévoilent chaque jour de nouveaux secrets, de nouvelles "
698f642a7eb36c285af0a876,4,11,10,Event,0,0,0,président | mercredi | trump,False,"uvres de la deuxième ville la plus peuplée du pays, le parc immobilier délabré et non entretenu est menacé. Près d’un mi"
698f66827eb36c285af0a877,4,11,9,Event,0,0,15,français | américain | jeux,False,"Candidates au titre olympique, Julia Nirani-Pereira, Léa Casta et Chloé Trespeuch ne sont pas parvenues à se qualifier, "
698f68da7eb36c285af0a878,3,10,7,Event,0,0,15,français | américain | jeux,False,"Quelle est la place de l’Europe dans le spatial, et notamment de la France A quoi a servi l’ISS pendant plus de vingt-ci"
698f6b327eb36c285af0a87a,5,11,8,Event,1,0,30,unis | arrêté | etats,False,La Banque centrale européenne reproche à l’institution française de ne pas avoir respecté une décision de 2024 l’obligea
698f6b327eb36c285af0a879,9,23,20,Event,1,0,0,président | mercredi | trump,False,"La Russie veut conclure un accord, et Zelensky va devoir agir. Sinon, il va rater une très bonne occasion , a déclaré le"
698f6d8b7eb36c285af0a87b,6,16,12,Event,0,0,-1,non-clustere,True,"Le chef de l’Etat, vingt ans jour pour jour après l’assassinat d’Ilan Halimi, a prononcé vendredi un discours dans leque"
698f6d8b7eb36c285af0a87c,4,9,12,Event,0,0,143,américain | podcast | tucker,False,Un homme armé d’un couteau qui menaçait des gendarmes effectuant un service d’honneur sous l’Arc de Triomphe à Pa
698f6d8b7eb36c285af0a87d,6,16,11,Event,1,1,-1,non-clustere,True,"Comment éviter le décrochage de l'économie européenne Réunis dans un château à l'Est de la Belgique, les 27 ont te"
698f6fe37eb36c285af0a87e,5,10,7,Event,0,0,115,mort | notamment | février,False,Quelque 620enfants auraient été recrutés en2024par les héritiers des FARC. Un chiffre que les ONG jugent largement sous-
698f6fe37eb36c285af0a87f,3,11,9,Event,0,0,11,français | deuxième | image,False,"Le chanteur incarne avec aisance un provincial qui retrouve son amour de jeunesse, dans Deuxième partie , au Théâtre Ed"
698f723b7eb36c285af0a880,7,20,16,Event,1,0,-1,non-clustere,True,"Cette semaine, nous recevons Hubert Védrine, ancien ministre français des Affaires étrangères, qui publie son dernier ou"
698f74937eb36c285af0a882,8,18,17,Event,0,0,51,sénégalais | ordonné | mardi,False,"Fin janvier et début février 2026, des avions agricoles israéliens ont pulvérisé des substances chimiques sur des terres"
698f74937eb36c285af0a881,7,20,21,Event,1,0,0,président | mercredi | trump,False,"Un an après le discours de J.D Vance à Munich, les Européens doivent composer avec un allié américain qui leur reproche "
698f76eb7eb36c285af0a885,4,9,6,Event,1,0,-1,non-clustere,True,Le groupe mutualiste est la première banque française visée par la Banque centrale européenne dans le cadre de la survei
698f76eb7eb36c285af0a884,2,6,4,Event,0,0,-1,non-clustere,True,"L’ethnomusicologue enrichit la monumentale série de disques, en sommeil depuis 2017, de six nouveaux volets, dont deux a"
698f76eb7eb36c285af0a883,3,8,6,Event,0,0,5,pays | négociations | incertaine,False,"Le groupuscule d’ultradroite Némésis affirme qu’un membre de son service d’ordre a été tabassé, jeudi, par des activiste"
698f79437eb36c285af0a886,5,12,10,Event,0,0,4,malinin | soirée | prodige,False,Un tiersde la cocaïne destinée à l’Europe passerait dans un premier temps par l’Afrique. Des échanges entre narcotrafiqu
698f7b9b7eb36c285af0a887,2,6,5,Event,0,1,78,loi | président | députés,False,"s proche du collectif identitaire Némésis est vendredi soir entre la vie et la mort après avoir été agressé, selon les p"
698f7b9b7eb36c285af0a888,6,10,8,Event,0,0,40,lieu | clôture | fin,False,Le Parquet national antiterroriste a annoncé vendredi s'être saisi de l'enquête sur une attaque au couteau menée un peu 
698f7df37eb36c285af0a889,7,15,10,Event,0,0,-1,non-clustere,True,"Chaque semaine, L’Epoque paie son coup. Entre confidences crues sur la maternité et autodérision, l’humoriste russe de 3"
698f804b7eb36c285af0a88a,4,14,11,Event,0,0,-1,non-clustere,True,"L’indice des prix à la consommation a progressé de 2,4 en janvier, selon les données publiées vendredi 13février. Le pré"
698f804b7eb36c285af0a88b,4,10,8,Event,0,1,62,lieu | lundi | application,False,"Le président par intérim José Jeri droite , 39ans, désigné par le Congrès en octobre2025 à la suite de la destitution de"
698f87547eb36c285af0a88c,6,14,11,Event,0,0,14,ans | olympiques | jeux,False,cœur des tensions après les velléités annexionnistes de Donald Trump. Plusieurs pays européens ont affiché leur soutien 
698f89ac7eb36c285af0a88f,5,11,6,Event,0,0,115,mort | notamment | février,False,"Nathalie Ducrot, 33ans, avait été tuée par son ex-conjoint le soir du 8mai2022, devant sa maison, sous les yeux de leurs"
698f89ac7eb36c285af0a88d,4,7,8,Event,1,1,136,accès | plusieurs | eu,False,"L’homme, armé d’un couteau, avait été touché de plusieurs balles par l’un des gendarmes. Le Parquet national anti"
698f89ac7eb36c285af0a890,5,15,11,Event,1,0,13,jeux | sécurité | européens,False,"Le biathlète français a remporté, vendredi, son troisième titre olympique en individuel et sa septième médaille aux Jeux"
698f89ac7eb36c285af0a891,6,16,13,Event,0,0,0,président | mercredi | trump,False,"La Haute Cour de justice a estimé, vendredi, l’interdiction de l’association disproportionnée . Cette décision constitue"
698f89ac7eb36c285af0a892,5,14,13,Event,0,0,0,président | mercredi | trump,False,Les joueurs de Luis Enrique s’est incliné vendredi soir face à des Rennais qui restaient pourtant sur quatre défai
698f89ac7eb36c285af0a88e,4,12,10,Event,0,0,5,pays | négociations | incertaine,False,"Des négociations entre les deux pays ont repris il y a une semaine à Oman, mais leur poursuite demeure incertaine. L"
698f8c047eb36c285af0a893,7,19,16,Event,0,0,-1,non-clustere,True,"Dans un livre qui paraît chez Grasset, la journaliste américaine Barbie Latza Nadeau a enquêté sur une économie criminel"
698f930c7eb36c285af0a894,3,6,3,Event,0,0,130,français | semaine | france,False,Cette récompense symbolise pour la chanteuse québécoise son succès fulgurant auprès du public français depuis son tube F
698f930d7eb36c285af0a895,8,21,13,Event,0,0,10,émission | laisse | nations,False,"Crises, tensions, gouvernance sous pression... L'après-Coupe d'Afrique des nations CAN laisse des traces."
698f930d7eb36c285af0a896,8,23,22,Event,0,0,0,président | mercredi | trump,False,C'est une rumeur qui a envahi les réseaux sociaux ces derniers jours les voyageurs français qui souhaiteraient se rendre
698f95657eb36c285af0a897,2,11,9,Event,0,0,124,jeudi | annoncé | vendredi,False,"Le président des États-Unis a annoncé vendredi le déploiement d'un second porte-avions américaindans la région du Golfe,"
698f9a167eb36c285af0a898,4,9,8,Event,0,0,130,français | semaine | france,False,Une opération de police a été menée mardi pour démanteler un réseau de fraude à la billetterie du musée parisien.
698fa11e7eb36c285af0a89a,3,10,7,Event,0,0,115,mort | notamment | février,False,La mort ce vendredi d'un touriste français de 70 ans dans le nord-est du pays près de la ville d'Amdjarass.
698fa11e7eb36c285af0a899,8,22,19,Event,0,1,-1,non-clustere,True,"Face aux attaques de Donald Trump et de son gouvernement, les Européens ont tenu des discours communs vendredi, lors"
698fa8277eb36c285af0a89b,4,15,11,Event,0,0,15,français | américain | jeux,False,"La délégation tricolore a ajouté deux médailles à son bilan, samedi, grâce à Quentin Fillon Maillet en biathlon et Mathi"
698fb1877eb36c285af0a89c,5,12,11,Event,1,0,1,mardi | annoncé | président,False,Le républicain Thomas Massie et le démocrate Ro Khanna ont dévoilé l’identité de six hommes présentés comme riches et pu
698fb88f7eb36c285af0a89d,8,17,15,Event,1,0,51,sénégalais | ordonné | mardi,False,"L’homme qui a attaqué un gendarme sur la place de l’Etoile à Paris, vendredi 13 février au soir, a été tué par les force"
