event_id,type,score_if,score_local,score_final,niveau,explication,context
698dae169966a5e0139f0e1c,Thing/Abstract/Event/Target,0.5764,0.3682,0.4931,Normal,Combinaison inhabituelle de features (Isolation Forest).,"e ne peut pas tout , a écrit le ministre dans une lettre destinée à l’ensemble des parents d’élèves visant à renforcer leur implication dans la prévention, la détection et la lutte contre la violence "
699978ab6736db9dc26e64a4,Thing/Abstract/Event/Alternative,0.544,0.4168,0.4931,Normal,Combinaison inhabituelle de features (Isolation Forest).,"invisibles de notre époque. Cette semaine, la difficulté des parents à traîner leurs ados au cinéma ou à trouver un film à regarder en famille."
699b49346736db9dc26e697f,Thing/Abstract/Event/Give,0.5583,0.3953,0.4931,Normal,Combinaison inhabituelle de features (Isolation Forest).,"Le festival de cinéma a attribué samedi l’Ours d’or à Yellow Letters , de l’Allemand Ilker Çatak, qui dénonce la Turquie d’Erdogan, "
699c77e26736db9dc26e6cab,Thing/Abstract/Event/Partof,0.496,0.4885,0.493,Normal,Combinaison inhabituelle de features (Isolation Forest).,"Le retrait du drapeau de l’Union européenne du fronton de certaines mairies, réclamé par les syndicats agricoles majoritaires, laisse dubitatif, à l’aube des"
699d75516736db9dc26e6f4e,Thing/Abstract/Event/Own,0.4568,0.5473,0.493,Normal,Combinaison inhabituelle de features (Isolation Forest).,"Avec ses marques Jaecoo et Omoda, lancées en Europe en2024, le constructeur, depuis sa base allemande de Francfort-sur-le Main, réalise une forte percée sur les marchés espagnol, italien"
6998905d6736db9dc26e6272,Thing/Abstract/Event/Judgment,0.7061,0.1731,0.4929,Normal,Combinaison inhabituelle de features (Isolation Forest).,La Cour suprême des Etats-Unis a jugé que les droits de douane réciproques imposés par Donald Trump étaient illégaux.
698f5f7d34efc5d3aac0fc0b,Thing/Abstract/Event,0.5679,0.38,0.4928,Normal,Combinaison inhabituelle de features (Isolation Forest).,"Alors que la victime est hospitalisée depuis jeudi soir, le contexte et les circonstances de ces faits doivent être déterminés , a précisé le parquet dans un communiqué diffusé vendredi."
69957b34be23d23515bb6b8b,Thing/Abstract/Event/Get,0.6476,0.2605,0.4928,Normal,Combinaison inhabituelle de features (Isolation Forest).,"La délégation tricolore aura plusieurs chances de décrocher une médaille mercredi. D’abord en ski de fond par équipes, puis en s"
6995bfc96736db9dc26e583e,Thing/Abstract/Event/Get,0.6476,0.2605,0.4928,Normal,Combinaison inhabituelle de features (Isolation Forest).,"La délégation tricolore aura plusieurs chances de décrocher une médaille mercredi. D’abord en ski de fond par équipes, puis en s"
6998453e6736db9dc26e60af,Thing/Abstract/Event/Target,0.494,0.4911,0.4928,Normal,Combinaison inhabituelle de features (Isolation Forest).,"ance atlantique vient de lancer sa mission pour renforcer la sécurité dans l’Arctique, une démarche visant en particulier à apaiser les Etats-Unis."
699d5dba6736db9dc26e6f11,Thing/Abstract/Event/Partof,0.5022,0.4787,0.4928,Normal,Combinaison inhabituelle de features (Isolation Forest).,"alimentation, santé et réussite académique pour boucler leur budget chaque mois, alerte une enquête de la FAGE."
698cb0b99966a5e0139f0b69,Thing/Abstract/Event/Transfer/TransferOfUnbiasedInformation,0.4902,0.4964,0.4927,Normal,Combinaison inhabituelle de features (Isolation Forest).,"Donald Trump a annoncé que les Etats-Unis allaient mener des frappes au sol contre les cartels, sans toutefois préciser où"
698fd29234efc5d3aac0fd1f,Thing/Abstract/Event/Addition,0.3922,0.6435,0.4927,Normal,Combinaison inhabituelle de features (Isolation Forest).,"citer les Français à faire des bébésOn en parle avec le professeurSamir Hamamah, il est gynécologue et auteur du premier plan national de la fertilité."
6992240234efc5d3aac1023a,Thing/Abstract/Event/Stop,0.4195,0.6026,0.4927,Normal,Combinaison inhabituelle de features (Isolation Forest).,"eux . Comment se rencontre-t-on, s’aime-t-on, vit-on en couple ailleurs Près de trente ans après la fin du conflit nord-irlandais, la société reste encore divisée entre catholiques et protestants. Si "
6998ac846736db9dc26e62f9,Thing/Abstract/Event/Own,0.4261,0.5926,0.4927,Normal,Combinaison inhabituelle de features (Isolation Forest).,"i a quitté les antennes de CNews et d’Europe 1du groupe Bolloré, pour contribuer au redressement de son audience."
699c5ba06736db9dc26e6bff,Thing/Abstract/Event/Stop,0.4786,0.5137,0.4927,Normal,Combinaison inhabituelle de features (Isolation Forest).,Ce programmeur autodidacte avait fini par renier sa création et était devenu un farouche critique de QAnon et des forums non modérés.
699849f36736db9dc26e60df,Thing/Abstract/Event/Partof,0.5045,0.4748,0.4926,Normal,Combinaison inhabituelle de features (Isolation Forest).,"résident de transition syrien, Ahmed Al-Charaa, dont l’objectif prioritaire est de réaliser l’unité de la Syrie."
699186da34efc5d3aac100b5,Thing/Abstract/Event/Part,0.4305,0.5855,0.4925,Normal,Type tres rare : 5 occurrence(s) sur 11948.,"stratives toujours plus importantes. Un casse-tête pour ces couteaux-suisses de la République, dont fait partie Romain Colas, maire de Boussy-Saint-Antoine, au sud-est de Paris, depuis 2008."
6999821a6736db9dc26e64f6,Thing/Abstract/Event/Classify,0.5068,0.4712,0.4925,Normal,Combinaison inhabituelle de features (Isolation Forest).,"nt échapper des points précieux, et donnent l'occasion à l'Olympique lyonnais de creuser l'écart au classement."
699999836736db9dc26e654b,Thing/Abstract/Event/Own,0.6793,0.2122,0.4925,Normal,Combinaison inhabituelle de features (Isolation Forest).,"a estimé vendredi 20 février qu'une bonne part des droits de douane imposés par Donald Trump depuis son retour à la Maison Blanche était illégale, mettant à bas un pilier essentiel de son programme éc"
699ae5396736db9dc26e6847,Thing/Abstract/Event/Own,0.6384,0.2735,0.4925,Normal,Combinaison inhabituelle de features (Isolation Forest).," été ciblés. Selon Islamabad, ces opérations visaient à réagir aux attentats-suicides perpétrés sur son territoire par des groupes armés basés en Afghanistan, notamment des Talibans pakistanais ainsi "
698cac049966a5e0139f0b3d,Thing/Abstract/Event/War,0.4419,0.5682,0.4924,Normal,Combinaison inhabituelle de features (Isolation Forest).,", après des propos de la juriste italienne évoquant un ennemi commun à l’humanité, responsable d’un génocide à Gaza."
698f3e9934efc5d3aac0fb3f,Thing/Abstract/Event/Unknown,0.5731,0.3714,0.4924,Normal,Combinaison inhabituelle de features (Isolation Forest).,"qu'environ 5000individus dans le monde. Depuis son jardin, Mohit Chetia les observe, les protège et sensibilise les visiteurs.Mais leur territoire a été réduit à 1km² en trente ans. Autour, plantation"
6992daff34efc5d3aac1038e,Thing/Abstract/Event/Manage,0.4714,0.5239,0.4924,Normal,Combinaison inhabituelle de features (Isolation Forest).,"L’ordre mondial était déjà dysfonctionnel avant la présidence de Donald Trump, estime, dans une tribune au Monde , l’ancienne vice-présidente de la Commission eu"
699756016736db9dc26e5e63,Thing/Abstract/Event/Transfer,0.4754,0.5179,0.4924,Normal,Combinaison inhabituelle de features (Isolation Forest).,"nis s'apprêtent à fêter les 250 ans de la Déclaration d'indépendance ratifiée le 4 juillet 1776 , l'exposition ""The Fire This Time"" propose une autre lecture de l'histoire américaine, dans un contexte"
699853666736db9dc26e60fe,Thing/Abstract/Event/Hesitate,0.485,0.5035,0.4924,Normal,Type tres rare : 5 occurrence(s) sur 11948.,cu par une partie de la générationZ comme une injonction sociale parfois très anxiogène. Certains n’hésitent pas à l’éviter pour manger seuls.
699bf6da6736db9dc26e6a84,Thing/Abstract/Event/Threaten,0.4574,0.5448,0.4924,Normal,Combinaison inhabituelle de features (Isolation Forest).,"par Donald Trump, après le désaveu de la Cour suprême, ouvre une nouvelle période d’instabilité qui inquiète les sociétés tricolores."
698c14d58f03efde04a87f2e,Thing/Abstract/Event,0.4791,0.5121,0.4923,Normal,Combinaison inhabituelle de features (Isolation Forest).,"accord au Parlement régional, la troisième région belge n’a pas pu former un gouvernement après les élections de juin2024. Sept partis trois francophones, quatre néerlandophones se réunissent pour une"
698d98fd9966a5e0139f0d95,Thing/Abstract/Event/Feeding,0.55,0.4056,0.4922,Normal,Combinaison inhabituelle de features (Isolation Forest).,Identifier les aires d’alimentation des captages prioritaires puis y interdire les intrants agricoles pour préserver les ressources en 
69900f7134efc5d3aac0fd67,Thing/Abstract/Event/Act,0.4903,0.4951,0.4922,Normal,Combinaison inhabituelle de features (Isolation Forest).,"ous pression par les Etats-Unis, le président colombien, Gustavo Petro, a décidé de reprendre cette pratique à laquelle il était pourtant opposé, en raison des risques pour la santé humaine, lorsqu’il"
699632cb6736db9dc26e5ab5,Thing/Abstract/Event/Addition,0.5347,0.4285,0.4922,Normal,Combinaison inhabituelle de features (Isolation Forest).,"redi plusieurs réseaux sociaux, dont Facebook et TikTok, accusés de porter atteinte à la ""stabilité et la sécurité"" du pays. Une mesure décrite par la présidence gabonaise comme ""temporaire"" en vue de"
6996ec6a6736db9dc26e5c28,Thing/Abstract/Event/Own,0.5321,0.4324,0.4922,Normal,Combinaison inhabituelle de features (Isolation Forest).,tir un accès universel à l'intelligence artificielle et à la mise en place de mesures pour encadrer son usage.
69973c186736db9dc26e5de4,Thing/Abstract/Event/Sustain,0.4025,0.6266,0.4922,Normal,Combinaison inhabituelle de features (Isolation Forest).,"niques sont venus dédouaner l’ancien chef de la guérilla contre le pouvoir en Serbie, Hashim Thaçi, poursuivi, devant une cour spéciale à LaHaye, pour crimes contre l’humanité commis lors de la guerre"
698da4c09966a5e0139f0dc0,Thing/Abstract/Event/Killing,0.5574,0.3943,0.4921,Normal,Combinaison inhabituelle de features (Isolation Forest).,"Au moins 31 personnes sont mortes à Madagascar suite au passage du cyclone Gezani, qui a frappé de plein fouet mardi soir la deuxième"
698f2e3834efc5d3aac0fa98,Thing/Abstract/Event/Own,0.4916,0.4928,0.4921,Normal,Combinaison inhabituelle de features (Isolation Forest).,"Depuis le retour de Donald Trump et la nomination de Robert F. Kennedy Jr au ministère de la Santé, les États-Unis sont"
698f5add34efc5d3aac0fbd7,Thing/Abstract/Event/Disturb,0.5667,0.3801,0.4921,Normal,Combinaison inhabituelle de features (Isolation Forest).," sociaux pour la santé mentale des jeunes troubles de l'attention, stress et anxiété, exposition au harcèlement et à des images pédopornographiques. Face à ce fléau, plusieurs pays membres de l'Union "
69904a0634efc5d3aac0fe18,Thing/Abstract/Event/Addition,0.5448,0.4129,0.4921,Normal,Combinaison inhabituelle de features (Isolation Forest).,"le parcours de visite sur son premier occupant, le peintre Ary Scheffer, et le mouvement artistique et littéraire auquel il appartenait."
69930eb934efc5d3aac104b0,Thing/Abstract/Event/Addition,0.5588,0.3919,0.4921,Normal,Nombre de noeuds inhabituel : 7.,"us d’engrais chimiques que dans les années 1960. L’Afrique est le continent qui en utilise le moins et pourtant Au Bénin par exemple, 62 des terres sont dégradées, d’où le virage national vers l’agroé"
69987da76736db9dc26e6215,Thing/Abstract/Event/Own,0.5652,0.3825,0.4921,Normal,Combinaison inhabituelle de features (Isolation Forest).,"Rendez-vous avec la légende du Congo-Brazzaville Roga Roga. Retour sur ses 40 ans de carrière, de ses débuts d’autodidacte, en passant par la création du groupe culte ""Extram"
698b36158f03efde04a87a88,Thing/Abstract/Event/Transfer/TransferOfUnbiasedInformation,0.4033,0.625,0.492,Normal,Combinaison inhabituelle de features (Isolation Forest).,"collusion avec l'étranger et publication séditieuse. Le chef de l'exécutif hongkongais, John Lee, a jugé ""profondément satisfaisante"" cette condamnation, tandis que l'ONG Human Rights Watch a estimé q"
698d15a69966a5e0139f0ca0,Thing/Abstract/Event/Fulfilling,0.5126,0.4611,0.492,Normal,Combinaison inhabituelle de features (Isolation Forest).," tour de sa femme, Jessica. Le couple doit notamment répondre à cette question pourquoi la porte de service, qui donnait vers l'extérieur et qui aurait pu sauver des vies, était-elle fermée à clé"
698f2e3634efc5d3aac0fa84,Thing/Abstract/Event/Transfer/TransferOfUnbiasedInformation,0.6107,0.3139,0.492,Normal,Combinaison inhabituelle de features (Isolation Forest).,des millions de documents de photos et de vidéos publiés par le département de la Justice américain révèlent les liens entre le pédocriminel et milliardaire américain Jeffrey Epstein et des personnali
6992e45734efc5d3aac103aa,Thing/Abstract/Event/Put,0.5683,0.3776,0.492,Normal,Combinaison inhabituelle de features (Isolation Forest).,"Les critères ouvrant l’accès au suicide assisté, réexaminés à l’Assemblée lundi, laissent un certain nombre de questions ouvertes, selon les médecins. La proposition de loi dessine un cadre"
6999820b6736db9dc26e64df,Thing/Abstract/Event/Consume,0.6632,0.2351,0.492,Normal,Combinaison inhabituelle de features (Isolation Forest).,"Donald Trump s'en est violemment pris vendredi 22 février à la Cour suprême, se disant ""profondément déçu"" par sa décision jugeant illéga"
698dfadc34efc5d3aac0f6f2,Thing/Abstract/Event/Demonstration,0.4974,0.4836,0.4919,Normal,Combinaison inhabituelle de features (Isolation Forest).,"criminalité avait déjà atteint des records en 2025, avec 252 homicides. Alors depuis mi-janvier, un mouvement de contestation inédit gagne les villes arabes du nord d’Israël. Les manifestants accusent"
6992e45934efc5d3aac103bb,Thing/Abstract/Event/Addition,0.5732,0.37,0.4919,Normal,Combinaison inhabituelle de features (Isolation Forest)., science .Elle prélève de la glace éternelle pour lutter contre le réchauffement climatique . L’ADN et les espèces vivantes ou en dormance qu’elle contient pourraient aider à préserver les glaciers et
699971ad6736db9dc26e6477,Thing/Abstract/Event/Transfer,0.473,0.5202,0.4919,Normal,Combinaison inhabituelle de features (Isolation Forest).,"Le chef décorateur américain, proche de David Lynch, de Martin Scorsese et de Terrence Malick, évoque, dans un entretien au Monde , sa collaboration avec Josh Safdie, réalisateur du long-métrage avec "
699e1c85ad1db2119a5fad15,Thing/Abstract/Event/Build,0.4452,0.562,0.4919,Normal,Combinaison inhabituelle de features (Isolation Forest).,"Volodymyr Zelensky. Il a ajouté ""qu’il ferait tout pour parvenir à la paix et pour que justice soit faite""."
6990293734efc5d3aac0fd9e,Thing/Abstract/Event/Addition,0.5658,0.3807,0.4918,Normal,Combinaison inhabituelle de features (Isolation Forest).," dans la région de Zaporijia, le chef de l’administration militaire régionale a fait état d’un mort et trois blessés dans des attaques intervenues au cours des dernières 24 heures. Il n’a pas précisé "
699618fe6736db9dc26e5a44,Thing/Abstract/Event/Addition,0.4778,0.5128,0.4918,Normal,Combinaison inhabituelle de features (Isolation Forest).,"ar Emmanuel Macron pour la fin de l’année 2023, ce plan couvre quatre grands axes, de l’information et la sensibilisation à l’accès à la santé et la vie sexuelles, en passant par la prévention des vio"
6998a3246736db9dc26e62d0,Thing/Abstract/Event/Process,0.5323,0.4312,0.4918,Normal,Combinaison inhabituelle de features (Isolation Forest).,té spolié en 1916 pendant la colonisation française. Cette restitution s'inscrit dans le cadre d'un processus initié par la France en 2017 et qui avait déjà permis le retour de premiers objets au Séné
699b49286736db9dc26e6978,Thing/Abstract/Event/Own,0.5893,0.3457,0.4918,Normal,Combinaison inhabituelle de features (Isolation Forest).,"à Lille samedi, sont suspectés de les avoir enlevés jeudi. Les recherches continuent pour localiser son frère et sa sœur, âgés de 18mois et 2ans et demi."
698def2334efc5d3aac0f6b6,Thing/Abstract/Event/Addition,0.5235,0.4439,0.4917,Normal,Combinaison inhabituelle de features (Isolation Forest).,". Face à la remise en question des alliances traditionnelles, à l'érosion de l'ordre international, et à l'escalade des conflits à travers le monde, la conférence de cette année se déroule à un tourna"
698ea87034efc5d3aac0f8ad,Thing/Abstract/Event/Characterize,0.5518,0.4012,0.4916,Normal,Combinaison inhabituelle de features (Isolation Forest).,"doit avoir lieu vendredi afin de déterminer les circonstances exactes de la mort des nourrissons, a détaillé le procureur, et peut-être dater les faits de manière approximative. Compte tenu de la natu"
698f064c34efc5d3aac0f9e3,Thing/Abstract/Event/Herd,0.4462,0.5597,0.4916,Normal,Combinaison inhabituelle de features (Isolation Forest).,"ns, réponse féminine au Club des cent, cercle masculin consacré à la bonne chère. Chaque mois, elle réunit une cinquantaine de femmes gastronomes. Son mets de prédilection une galette bretonne, alliée"
6992114634efc5d3aac10223,Thing/Abstract/Event/Pain,0.4214,0.5968,0.4916,Normal,Combinaison inhabituelle de features (Isolation Forest).,"pellier, affirmant avoir dit des dizaines de fois que les insoumis étaient hostiles et opposés à la violence ."
6997143d6736db9dc26e5d02,Thing/Abstract/Event/Own,0.4721,0.5209,0.4916,Normal,Combinaison inhabituelle de features (Isolation Forest).,"la commission d’enquête de l’Assemblée nationale sur la sécurité des musées, a par ailleurs annoncé son président, le député LR Alexandre Portier."
6999821a6736db9dc26e64f1,Thing/Abstract/Event,0.535,0.4263,0.4916,Normal,Combinaison inhabituelle de features (Isolation Forest).,"llais de la spirale infernale dans laquelle ils sont bloqués depuis un mois. L'OM n'a plus gagné en championnat depuis la fin du mois de janvier. Face à Brest, ils laissent échapper des points précieu"
699ca2156736db9dc26e6d73,Thing/Abstract/Event/Study,0.4872,0.4982,0.4916,Normal,Combinaison inhabituelle de features (Isolation Forest).,"militant de 23ans. Selon un porte-parole de la préfecture du Rhône, deux personnes au moins ont été vues en train de faire des saluts nazis pendant la marche."
69900f7134efc5d3aac0fd66,Thing/Abstract/Event/Decide,0.492,0.4906,0.4915,Normal,Combinaison inhabituelle de features (Isolation Forest).,"Mis sous pression par les Etats-Unis, le président colombien, Gustavo Petro, a décidé de reprendre cette pratique à laquelle il était pourtant opposé, en raison des risques pour la sant"
6992eb7934efc5d3aac103de,Thing/Abstract/Event/Unknown,0.4956,0.4853,0.4915,Normal,Combinaison inhabituelle de features (Isolation Forest).,"ité pour formulé officiellement les charges pesant contre lui. En novembre, M. Galouchtchenko avait nié son implication dans le scandale de corruption."
6997017b6736db9dc26e5c87,Thing/Abstract/Event/Unknown,0.5756,0.3655,0.4915,Normal,Combinaison inhabituelle de features (Isolation Forest).,"En Tunisie, certains tentent de préserver l’héritage amazigh du pays, même s’il est très peu valorisé à l’échelle nationale ou dans les programmes scolaires. De la chanson en langue amazighe à la cuis"
699e110cad1db2119a5face3,Thing/Abstract/Event/Accept,0.5545,0.397,0.4915,Normal,Combinaison inhabituelle de features (Isolation Forest).,"ritiqué sur tous les bancs, le texte qui porte la création d’un Etat de la Nouvelle-Calédonie a été adopté par la majorité sénatoriale de droite et du centre. Sans que soient levés les ambiguïtés ayan"
698e356f34efc5d3aac0f803,Thing/Abstract/Event/Judgment,0.5261,0.4393,0.4914,Normal,Combinaison inhabituelle de features (Isolation Forest).,tion a lieu le jour où l'Assemblée nationale entame le débat final en vue de l'adoption d'une loi d'amnistie devant conduire à des libérations massives de prisonniers politiques.
698f3eb634efc5d3aac0fb56,Thing/Abstract/Event/Addition,0.5373,0.4226,0.4914,Normal,Combinaison inhabituelle de features (Isolation Forest).,"re coins du monde, des Caraïbes au Pacifique, du Kenya à l’Afrique du Sud, en passant par la France et les États-Unis. Une enfance nomade dont ses chansons sont le miroir elle qui chante en français, "
6991a2fe34efc5d3aac10112,Thing/Abstract/Event/Increase,0.5164,0.4539,0.4914,Normal,Combinaison inhabituelle de features (Isolation Forest).,Lens a doublé le Paris Saint-Germain et a repris latête de la Ligue 1 après un festival de buts contre le Paris F
69988e076736db9dc26e6269,Thing/Abstract/Event/Steal,0.4892,0.4945,0.4913,Normal,Combinaison inhabituelle de features (Isolation Forest).,"bénévoles étrangers. Avec un sentiment partagé entre la nostalgie des JO de Paris, et le plaisir de reprendre part à la grand-messe sportive."
698f2e3834efc5d3aac0fa97,Thing/Abstract/Event/Move,0.5008,0.4769,0.4912,Normal,Combinaison inhabituelle de features (Isolation Forest).,"Depuis le retour de Donald Trump et la nomination de Robert F. Kennedy Jr au ministère de la Santé, les États-Unis s"
69919e5e34efc5d3aac100f5,Thing/Abstract/Event/Addition,0.5678,0.3763,0.4912,Normal,Nombre de noeuds inhabituel : 8.,"d Bunny enflamme le Super Bowl, Sophie Adenot s'envole vers l'ISS, la tempête Nils fait des dégâts, et le carnaval démarre au Brésil."
6992f99a34efc5d3aac10435,Thing/Abstract/Event/Lose,0.5152,0.4552,0.4912,Normal,Combinaison inhabituelle de features (Isolation Forest).,"s images des caméras extérieures de toutes les maisons seraient utilisées pour retrouver les chiens perdus. L’idée a provoqué un grand frisson sur les dérives de l’intelligence artificielle, décrit Is"
69930eaf34efc5d3aac10499,Thing/Abstract/Event,0.4106,0.6121,0.4912,Normal,Combinaison inhabituelle de features (Isolation Forest).,t son retour samedi après six ans d’interruption due à la crise sécuritaire dans l’État de Kebbi. L’événement s’est tenu sous les yeux du président nigérian Bola Tinubu.
699c8d026736db9dc26e6d34,Thing/Abstract/Event/Addition,0.5925,0.3391,0.4912,Normal,Combinaison inhabituelle de features (Isolation Forest).," New York, Pennsylvanie et Rhode Island ont décrété l’état d’urgence. De nombreux vols sont annulés et des centaines de milliers de foyers étaient privés d’électricité."
699c94066736db9dc26e6d53,Thing/Abstract/Event/Addition,0.6609,0.2366,0.4912,Normal,Combinaison inhabituelle de features (Isolation Forest).,"me-Uni après la publication de nouveaux documents sur ses liens avec Jeffrey Epstein, l'ex-ministre et ambassadeur britannique Peter Mandelson a été interpellé lundi par la police londonienne. Il est "
698db852c6eaab43a9ad775f,Thing/Abstract/Event/Own,0.6771,0.212,0.4911,Normal,Combinaison inhabituelle de features (Isolation Forest).,"Le Bangladesh a voté jeudi pour choisir ses députés et tourner la page des quinze ans du règne de fer de l'ex-Première ministre Sheikh Hasina, "
698dbaaac6eaab43a9ad776b,Thing/Abstract/Event/Unknown,0.4598,0.5381,0.4911,Normal,Combinaison inhabituelle de features (Isolation Forest).,Les autorités américaines ont relâché au bout de quelques heures une personne qu'elles avaient interpellée pour l'interroger dans le cadr
698edc2034efc5d3aac0f93f,Thing/Abstract/Event/Mix,0.4269,0.5875,0.4911,Normal,Combinaison inhabituelle de features (Isolation Forest).,"ienne sur le continent via le plan Mattei , un ensemble de projets économiques et diplomatiques qui mêle investissements, coopération et lutte contre l’immigration."
698ef5ec34efc5d3aac0f98e,Thing/Abstract/Event/Consume,0.4463,0.5584,0.4911,Normal,Combinaison inhabituelle de features (Isolation Forest).,"r la vaccination contre le HPV les papillomavirus humains et regrette qu’elle ne soit pas davantage utilisée, alors qu’elle permet de prévenir plusieurs cancers."
699c85f36736db9dc26e6d02,Thing/Abstract/Event/Arrest/CriminalArrest,0.406,0.6187,0.4911,Normal,Combinaison inhabituelle de features (Isolation Forest).,"Huzefa Hafiz Ismail est arrivé sur le sol français, vendredi 20février. Il avait été arrêté en août2024 au Texas à la demande de la justice française, qui le soupçonne d’avoir dirigé un vaste"
6992edd234efc5d3aac103e5,Thing/Abstract/Event/Base,0.5196,0.448,0.491,Normal,Combinaison inhabituelle de features (Isolation Forest).,"Malgré les mesures instaurées par le premier ministre hongrois depuis son arrivée au pouvoir, en2010, la natalité recule et la po"
69971d9d6736db9dc26e5d28,Thing/Abstract/Event/Attack/OtherAttack,0.4404,0.567,0.491,Normal,Combinaison inhabituelle de features (Isolation Forest).,"Quatre mois après les exactions commises à El-Facher dans le Darfour, après sa prise par les paramilitaires des Forces de soutien r"
699a03176736db9dc26e669c,Thing/Abstract/Event/Transfer,0.4745,0.5157,0.491,Normal,Combinaison inhabituelle de features (Isolation Forest).,"é sur ses années d’études et son passage à l’âge adulte. Ce mois-ci, la ballerine Chloé Lopes Gomes raconte son double combat, contre un père violent et contre la persistance de pratiques discriminato"
699dd41bad1db2119a5fac1b,Thing/Abstract/Event/Conjecture,0.6548,0.2454,0.491,Normal,Combinaison inhabituelle de features (Isolation Forest).,"ume-Uni aux Etats-Unis, Peter Mandelson a été arrêté et interrogé par la police londonienne. Il est soupçonné d’avoir transmis des informations sensibles au financier et pédocriminel américain Jeffrey"
698c5c2f9966a5e0139f08da,Thing/Abstract/Event/Partof,0.6809,0.206,0.4909,Normal,Combinaison inhabituelle de features (Isolation Forest).,"Stéphanie Rist a saisi, mercredi, la justice après la diffusion d’une vidéo montrant un enfant de 13ans être violemment frappé par un adolescent de 17ans dans un foye"
698f378934efc5d3aac0fab0,Thing/Abstract/Event/Unknown,0.4401,0.5671,0.4909,Normal,Combinaison inhabituelle de features (Isolation Forest).,"lapatrieestendanger"" EmmanuelMacronadénoncé""l'hydreantisémite""qui""s'immisce""danstousles""interstices""delasociétéfrançaiseetappeléàrenforcerl'arsenalpénalenlamatièreainsiqu'àcréerunepeined'inégibilité""o"
698d6a079966a5e0139f0cef,Thing/Abstract/Event/NaturalEvents/NaturalFire,0.5199,0.4473,0.4908,Normal,Type tres rare : 5 occurrence(s) sur 11948.,"Une attaque de missiles a provoqué un incendie dans la nuit de mercredi à jeudi dans une installation militaire du sud de la Russie, conduisant le"
699664246736db9dc26e5af2,Thing/Abstract/Event/DiplomaticEvent/Gathering/DiplomaticGathering,0.4643,0.5305,0.4908,Normal,Combinaison inhabituelle de features (Isolation Forest).,"éral Francis Donovan a aussi rencontré les ministres de l’intérieur et de la défense, lors de cette visite symbolisant la relance des discussions sécuritaires entre les Etats-Unis et le Venezuela."
698c2e9f8f03efde04a87f5c,Thing/Abstract/Event/Contacting,0.5821,0.3536,0.4907,Normal,Combinaison inhabituelle de features (Isolation Forest).,"Les Bleus, qui veulent jouer les premiers rôles au tableau des médailles, ont l’opportunité de s’approcher du podium, mercredi. Entre biathlon, danse sur glace, ou encore ski de bosses, la délégation "
698dfadd34efc5d3aac0f6ff,Thing/Abstract/Event/Engender,0.4433,0.5618,0.4907,Normal,Combinaison inhabituelle de features (Isolation Forest).,"mort de deux Américains, tués par des agents fédéraux en janvier, et des arrestations violentes ont suscité la colère de nombreux habitants."
699c33cf6736db9dc26e6b62,Thing/Abstract/Event/Disturb,0.4618,0.534,0.4907,Normal,Combinaison inhabituelle de features (Isolation Forest).,""", a averti le maire Zohran Mamdani lors d'une conférence de presse dimanche, à l'approche de cette perturbation qui a déjà provoqué des milliers d'annulations de vols et d'importantes coupures de cou"
698f6d9934efc5d3aac0fc46,Thing/Abstract/Event/Avoid,0.5335,0.4262,0.4906,Normal,Combinaison inhabituelle de features (Isolation Forest).,"Comment éviter le décrochage de l'économie européenne Réunis dans un château à l'Est de la Belgique, les 27 ont te"
699739bc6736db9dc26e5dcb,Thing/Abstract/Event/Addition,0.4979,0.4796,0.4906,Normal,Combinaison inhabituelle de features (Isolation Forest).,"ric Lavitola, brigue un second mandat avec le soutien des partis de gauche, hors LaFrance insoumise et Lutte ouvrière. Face à lui, deux anciens partenaires politiques se disputent les voix du centre e"
699d2c806736db9dc26e6e88,Thing/Abstract/Event/DiplomaticEvent/Cooperation,0.4201,0.5963,0.4906,Normal,Combinaison inhabituelle de features (Isolation Forest).,"okyo s’était engagé à investir 550milliards de dollars d’ici à 2029 dans l’industrie américaine, un accord que les deux pays continueraient d’appliquer fidèlement malgré le revers infligé par la Cour."
698b385c8f03efde04a87bef,Thing/Abstract/Event/Hold,0.6606,0.2354,0.4905,Normal,Combinaison inhabituelle de features (Isolation Forest).," ASNR un événement significatif pour la sûreté relatif au non-respect a posteriori de la conduite à tenir prévue par les règles générales d’exploitation RGE , à la suite de l’indisponibilité partielle"
698dc1aac6eaab43a9ad7790,Thing/Abstract/Event/Engender,0.4295,0.5821,0.4905,Normal,Combinaison inhabituelle de features (Isolation Forest).," le lancement d'un vaste projet de réforme de la loi fondamentale. Cette loi devrait, entre autres, permettre au président Emmerson Mnangagwa de prolonger son mandat. Précisions de Clarisse Fortuné."
698f560b34efc5d3aac0fb97,Thing/Abstract/Event/Transfer/TransferOfUnbiasedInformation,0.4916,0.4889,0.4905,Normal,Combinaison inhabituelle de features (Isolation Forest).,"s sont inondées.Dans la commune, 12 personnes ont déjà dû être relogées en urgence. Le gouvernement appelle à la prudence face à un épisode météorologique ""d’une ampleur exceptionnelle"". Ce vendredi m"
698f7ba634efc5d3aac0fc86,Thing/Abstract/Event/Comprehend,0.5267,0.4362,0.4905,Normal,Type tres rare : 2 occurrence(s) sur 11948.,Le Parquet national antiterroriste a annoncé vendredi s'être saisi de l'enquête sur une attaque au couteau menée un peu plus tôt dans la journée contre des gendarmes 
